Link;Título;Autores;Fecha de publicación;Asesor(es);Editorial;Resumen;Palabras clave;Identificador único;Tipo de acceso
https://cybertesis.unmsm.edu.pe/item/1227b29e-c27b-4ab0-a8b9-d890f0eabfb8;Mejora y rediseño del subproceso de asignación de fuerza comercial bajo la metodología del PMBOK en una entidad bancaria;Zárate Chavarría, Ana Maria, Gestión de proyectos, Control de procesos, https://hdl.handle.net/20.500.12672/18005;2021;Pantoja Collantes, Jorge Santiago;Universidad Nacional Mayor de San Marcos;Describe la gestión de proyecto realizada para la mejora y rediseño del subproceso de la asignación de fuerza comercial en la implementación del nuevo modelo de negocios a un grupo de agencias en una entidad financiera, para lo cual se trabajó con la metodología, procesos, buenas prácticas y normas establecidas en el marco de referencia PMBOK. Este subproceso llevó por consiguiente aportes y beneficios a la entidad financiera. Esta mejora se ve reflejado en los tiempos desde la implementación hasta el cierre del subproceso. Adicional a ello, se definieron las actividades que deben realizar las áreas involucradas, el diagrama de flujo del subproceso y el nuevo modelo de base de datos referido al subproceso que sirve para la generación del tablero post seguimiento al subproceso. Este tablero de cierre también genera alertas proactivas al área de negocios lo cual se adelanta a los hechos y una mejora de atención al cliente final. En el informe se detallan los pasos que se siguieron, así como las conclusiones y recomendaciones a los que se llegó en base a la experiencia profesional.;Gestión de proyectos, Control de procesos;https://hdl.handle.net/20.500.12672/18005;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/afdedf2d-878e-4d35-a7ab-6f5e8163c319;Mejoras al sistema de gestión de turnos en una empresa de telecomunicaciones;Bravo Chávez, Ana Adelina, Telecomunicaciones - Innovaciones tecnológicas, https://hdl.handle.net/20.500.12672/8043;2018;León Fernández, Cayo Víctor;Universidad Nacional Mayor de San Marcos;Durante la primera mitad del año 2016 la empresa de telecomunicaciones Claro - América Móvil detectó fallas en el funcionamiento del sistema de gestión de turnos, el cual es usado en sus centros de atención a nivel nacional. Las fallas correspondían a la gestión de los tickets de atención, a la inconsistencia de información detectada en los reportes generados a través del aplicativo gestor de turnos y a limitaciones tecnológicas en el aplicativo de display de turnos. A fin de subsanar las fallas mencionadas y de incluir nuevas funcionalidades requeridas por los usuarios, se llevó a cabo un proyecto que tuvo como objetivo mejorar el sistema de gestión de turnos siguiendo las etapas correspondientes a una metodología usada en el área de proyectos tecnológicos de la empresa de telecomunicaciones, cuyo detalle es explicado en el presente informe de experiencia profesional. Como resultado de las mejoras realizadas al sistema de gestión de turnos se recuperó la confianza en la información de los reportes obtenidos así como en la gestión de los tickets de atención y también un comportamiento estable en los servidores que alojaban al sistema, logrando así una mejor percepción de los usuarios con respecto al sistema de gestión de turnos.;Telecomunicaciones - Innovaciones tecnológicas;https://hdl.handle.net/20.500.12672/8043;info:eu-repo/semantics/closedAccess
https://cybertesis.unmsm.edu.pe/item/334657c7-88e9-42b8-aadc-b100ebf18fca;Mejoras en la generación de reportes de secreto de telecomunicaciones basadas en programación concurrente en una empresa de telecomunicaciones;Tito Vallejos, Fernando Alexander, Telecomunicaciones - Procesamiento de datos, Programación para computadoras, https://hdl.handle.net/20.500.12672/17120;2021;Huapaya Chumpitaz, Mario Agustín;Universidad Nacional Mayor de San Marcos;Describe el proyecto de mejoras en el secreto de telecomunicaciones, en el cual se implementó programación concurrente para optimizar su procesamiento en una empresa de telecomunicaciones. El problema que se detectó en esta empresa fue el excesivo tiempo que tenían que esperar los usuarios para obtener sus reportes. Este problema se debía a que el procesamiento se hacía secuencialmente. Ante esto, se planteó y alcanzó el siguiente objetivo: mejorar el funcionamiento de la generación de reportes de secreto de telecomunicaciones bajo el enfoque de la programación concurrente.;Telecomunicaciones - Procesamiento de datos, Programación para computadoras;https://hdl.handle.net/20.500.12672/17120;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/812d30bf-669a-49a4-a974-793c696c25da;Mensajería publicitaria utilizando el marketing SMS para lograr fidelización de clientes de tiendas por departamento en el Perú;Caso Vicuña, Raúl Víctor, Mensajes de texto (Sistema de telefonía), Publicidad en teléfonos celulares, Teléfonos celulares - Mercadotecnia, Almacenes, https://hdl.handle.net/20.500.12672/16187;2010;Cortez Vásquez, Augusto Parcemón;Universidad Nacional Mayor de San Marcos;Propone el diseño de un portal de envío de mensajería publicitaria por medio de mensajes de texto personalizados hacia los clientes de tiendas por departamento, cuyo objetivo es establecer un mecanismo de comunicación directa entre clientes con las tiendas por departamento logrando una identificación y fidelización con alguna tienda específica permitiendo que se diferencie de la competencia a través de una solución tecnológica.;Mensajes de texto (Sistema de telefonía), Publicidad en teléfonos celulares, Teléfonos celulares - Mercadotecnia, Almacenes;https://hdl.handle.net/20.500.12672/16187;info:eu-repo/semantics/closedAccess
https://cybertesis.unmsm.edu.pe/item/4dfd6bcc-9a88-4cd6-b145-e63b7770fae1;Método de búsqueda eficiente para resolver el problema de identificación de huella dactilar aplicando Machine Learning;Ruiz Rivera, Maria Elena, Dactiloscopia, Aprendizaje Automático, https://hdl.handle.net/20.500.12672/22165;2024;Ruiz Lizama, Edgar Cruz;Universidad Nacional Mayor de San Marcos;El problema que tienen que ver con el reconocimiento de huellas es objeto de un extenso estudio en los últimos años dado su importancia para la identificación de personas. En situaciones de urgencia, es fundamental identificar de manera certera a la persona afectada, y esto se logra mediante la correcta identificación. En consecuencia, el propósito del presente trabajo es proponer una innovación en el proceso de búsqueda de una determinada huella dactilar. Esta innovación consiste en la creación de un método de busqueda optimo en una base de datos grande. Este método localiza una huella en menos tiempo puesto que categoriza las huellas en segmentos de acuerdo a las características que le son semejantes. Para lograr esto, se emplea Machine Learning, que clasifica las huellas dactilares. Posteriormente se aplica un algoritmo discreto para la búsqueda en secuencia en un determinado segmento, lo cual permite encontrar la huella en un tiempo significativamente menor.;Dactiloscopia, Aprendizaje Automático;https://hdl.handle.net/20.500.12672/22165;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/71d77b26-a7c4-499f-8365-1a222afb8a1c;Método de Gestión de la Incertidumbre de Datos Geoespaciales de Pozos Petroleros durante la Fase Exploratoria;Inga Alva, Alexander Eduardo, Geografía, Espacio exterior, Bases de datos, https://hdl.handle.net/20.500.12672/16792;2021;Mercado Rojas, Joel Enrique;Universidad Nacional Mayor de San Marcos;Se enfoca en el análisis de la incertidumbre de datos geoespaciales obtenidos por métodos tradicionales y por Información Geográfica Voluntaria, aplicado a la industria petrolera en su fase de exploración [Inga 2018]. Dicho análisis permitirá el uso de índices de confiablidad para determinar el espacio de incertidumbre dentro de una base de datos relacional (Geodatabase) en la cual se podrá centralizar, integrar y validar los datos de exploración, insumo principal para el desarrollo de un Sistema de Información Geográfica Exploratorio. Con respecto a la justificación de la investigación, se tiene que los procedimientos de recolección y verificación de la calidad de los datos es, en muchos casos, pobre o inexistente dentro de las organizaciones gubernamentales y es por ello que se pretende mejorar la confiabilidad de datos tomando como lineamientos la norma ISO 19157:2013 referente a la Calidad de Datos [UNE-EN ISO 1957, 2013] y la Guía para la expresión de la Incertidumbre y Medición (GUM) – 2008 [GUM, 2008]. Finalmente, debido a la confidencialidad de la información generada durante el proceso exploratorio, el estudio se llevará a cabo con la información liberada publicada en Perupetro y el caso de estudio, en la empresa petrolera Frontera Energy.;Geografía, Espacio exterior, Bases de datos;https://hdl.handle.net/20.500.12672/16792;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/c7ae692f-c6aa-401e-ae66-6458af2c7ce9;Método para el registro histórico en sistemas transaccionales en línea usando mapeo objeto relacional y lenguaje extensible de marcas;Alarcón Bazán, Ronald, Almacenamiento de datos, Procesamiento de datos en línea, Bases de datos relacionales, Programación orientada a objetos (Computación), XML (Lenguaje de marcas), https://hdl.handle.net/20.500.12672/14810;2012;Chávez Soto, Jorge Luis;Universidad Nacional Mayor de San Marcos;Propone un método que resuelve los vacios mencionados. El método implica el uso de un motor ORM para almacenar los datos históricos como esquemas XML. El uso de esquemas XML permite usar una sola tabla de base de datos para almacenar todo tipo de entidades y de este modo no es necesario modificar el modelo de datos. La implementación de este método es independiente del motor de base de datos al usar un motor ORM y es independiente de la biblioteca ORM al usar la interfaz de programación estándar definida por la especificación JPA. Ha sido posible configurar el registro histórico de datos en tiempo de ejecución usando una tabla de configuración. Un sistema de procesamiento de transacciones (SPT) es un sistema de información que captura y procesa los datos de las actividades comerciales del día a día. A medida que las computadoras se volvieron más poderosas, los desarrolladores de sistemas crearon sistemas de información de procesamiento de transacciones en línea. Una transacción es cualquier evento de negocios que genera los datos dignos de ser capturados y almacenados en una base de datos. La mayoría de estos sistemas almacenan sus datos en bases de datos relacionales que mantienen los datos actuales pero no los datos históricos. Los dos principales proveedores de bases de datos desarrollaron herramientas que automatizan el almacenamiento y recuperación de datos históricos. Las bibliotecas más populares de mapeo objeto relacional (ORM) también han implementado la gestión de las versiones de las entidades o las políticas de historial en base de datos. Estas bibliotecas son Hibernate Envers y EclipseLink HistoryPolicy. Todas las herramientas mencionadas tienen los siguientes defectos: dependencia del motor de base de datos o de la biblioteca ORM, modificación del modelo de datos y configuración en tiempo de compilación.;Almacenamiento de datos, Procesamiento de datos en línea, Bases de datos relacionales, Programación orientada a objetos (Computación), XML (Lenguaje de marcas);https://hdl.handle.net/20.500.12672/14810;info:eu-repo/semantics/closedAccess
https://cybertesis.unmsm.edu.pe/item/11009d79-8a7f-4cac-8b9f-246f58cace2f;Método para elección de una metodología ágil híbrida en una MYPE desarrolladora de software, caso práctico: elección de SCRUM y XP en la empresa AQSOFT;Loayza Salazar, Diana Elizabeth, Microempresas - Programas para computadora, Software para computadora - Desarrollo, Sistemas de almacenamiento y recuperación de la información - Negocios, https://hdl.handle.net/20.500.12672/14932;2010;Pró Concepción, Luzmila Elisa;Universidad Nacional Mayor de San Marcos;Propone un método para una correcta elección de una metodología para la gestión de proyectos y desarrollo de software, considerando la forma de trabajo de la empresa. Este método nace ante la necesidad de elegir una metodología y no saber por donde empezar para su elección. Se muestra también un caso de estudio realizado a la empresa AQSOFT, y su aplicación de este método que demuestra su orientación a las metodologías ágiles, preferentemente a SCRUM Y XP, cubriendo así dos aspectos importantes en las empresas de este rubro, que son: la gestión de proyectos y el desarrollo de software.;Microempresas - Programas para computadora, Software para computadora - Desarrollo, Sistemas de almacenamiento y recuperación de la información - Negocios;https://hdl.handle.net/20.500.12672/14932;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/e70d5303-9f6e-4557-9e2b-3892d1f27afc;Método para la evaluación de la usabilidad del software del voto electrónico presencial en el Perú;Núñez Marinovich, Néstor Manuel, Voto electrónico - Perú, Software libre para computadora, Voto - Perú - Automatización, https://hdl.handle.net/20.500.12672/10821;2019;La Serna Palomino, Nora Bertha;Universidad Nacional Mayor de San Marcos;Determina qué tan fácil, atractivo y satisfactorio es la utilización de un software para los usuarios, más aun tratándose de un software como el voto electrónico presencial, usado por usuarios con diferentes edades, grado de instrucción y uso de la tecnología. Los electores tienen que poder emitir su voto con requisitos mínimos en formación y capacitación. Para lograr esto se debe de realizar determinadas pruebas conocidas como evaluación de la usabilidad, para encontrar problemas de usabilidad a fin de tener un software mucho más atractivo y fácil de usar por cualquier tipo de usuario. Existen métodos para la evaluación usabilidad los cuales son muy genéricos por lo que se debe hacer una personalización o extensión del método al software que se desea evaluar. Este trabajo de investigación propone un método para la evaluación de la usabilidad del Voto Electrónico Presencial, el cual se designó UsabVEP (Método de Evaluación de la Usabilidad del Voto Electrónico Presencial). El método consiste en 2 fases las cuales presentan un conjunto de actividades y requisitos para realizar de manera adecuada la evaluación de usabilidad, empleando tanto evaluaciones heurísticas como pruebas de usuario. El método propone heurísticas enfocadas al voto electrónico con el fin de encontrar problemas de usabilidad. Además se propone un cuestionario que intentará medir qué tan fácil es de aprender, usar, e interactuar con el software, así como la satisfacción del usuario final. Los resultados demuestran que el método propuesto UsabVEP encontró 46% más problemas de usabilidad respecto a las heurísticas propuestas por Nielsen, para el software del voto electrónico presencial en el Perú.;Voto electrónico - Perú, Software libre para computadora, Voto - Perú - Automatización;https://hdl.handle.net/20.500.12672/10821;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/fbd8a6b3-cd78-4758-a6a5-62c0b3834878;Método para la medición del impacto de las TIC en escuelas públicas de secundaria Lima Metropolitana;Trujillo García, César Antonio, Tecnología de la información - Administración, Escuelas públicas, Tecnología de la información - Evaluación, Innovaciones educativas, https://hdl.handle.net/20.500.12672/14006;2013;Rodríguez Robles, Flavio Enrique;Universidad Nacional Mayor de San Marcos;Expone la medición del impacto de las TIC como una necesidad permanente en cuanto continúa la inversión de tecnologías como parte de las Políticas de Estado en las escuelas públicas. Esfuerzos iniciales mediante reportes anuales comparativos entre los países e investigaciones de casos de estudios particulares y complejos han dado importantes avances significativos. Sin embargo, estos adolecen de intervenciones con enfoques mixtos con métodos cuantitativos y cualitativos simultáneamente, por lo que se propone un método de medición del impacto de las TIC en las escuelas públicas mediante el uso de un lenguaje simple y metodológico, de este modo se reconocerá el aporte de la investigación, describiendo la estructurará y sus procedimientos, que serán mencionados como aportes para la descripción del método propuesto aplicado en tres casos de estudio.;Tecnología de la información - Administración, Escuelas públicas, Tecnología de la información - Evaluación, Innovaciones educativas;https://hdl.handle.net/20.500.12672/14006;info:eu-repo/semantics/closedAccess
https://cybertesis.unmsm.edu.pe/item/2dc5cc50-0fac-4878-af09-1ca32d31422d;Método para recomendar factores de posicionamiento personalizados en el motor de búsqueda de Google;Injante Oré, Richard Enrique, Motores de búsqueda, Posicionamiento (Publicidad), Aprendizaje automático (Inteligencia artificial), https://hdl.handle.net/20.500.12672/11732;2020;Mauricio Sánchez, David Santos;Universidad Nacional Mayor de San Marcos;El considerable aumento de sitios web en Internet con temáticas de diversa índole ha hecho que los usuarios utilicen este medio para buscar y conseguir información. Existen diferentes tipos de buscadores como los temáticos, metabuscadores y jerárquicos, pero de todos los empleados para esta tarea, la mayoría de personas emplea al buscador jerárquico de Google como su motor de búsqueda de contenidos preferido. Teniendo esto en consideración, se vuelve fundamental para los propietarios de sitios web que sus páginas web logren alcanzar las mejores posiciones en los resultados de búsqueda con el fin poder promocionarse e incrementar su número de visitas y visibilidad en Internet. Este trabajo ofrece un método basado en modelo Knowledge Discovery in Databases(KDD) y técnicas de machine learning para recomendar factores de posicionamiento personalizados a los propietarios de sitios web con el fin de que mejoren su posicionamiento en el buscador de Google. El método consta de 6 fases las cuales son selección de los factores de posicionamiento, selección de las palabras clave, rastreo de contenido, preparación de datos, aplicación de técnica de machine learning y la recomendación de los factores de posicionamiento. La propuesta se aplicó en una página web de posición 46 y que a través de los factores recomendados e implementados mejoró alcanzando la posición máxima 3, en forma gradual y en un tiempo de 2 meses y 1 semana.;Motores de búsqueda, Posicionamiento (Publicidad), Aprendizaje automático (Inteligencia artificial);https://hdl.handle.net/20.500.12672/11732;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/67fcbaf9-c8f0-4769-95ad-f70bb7552ba3;Método para reducir pruebas de regresión de software basado en acceso a los datos en entornos de desarrollo iterativo incremental;Rosero Miranda, Raúl Hernán, Software para computadora - Pruebas, Software para computadora - Control de calidad, https://hdl.handle.net/20.500.12672/17060;2021;Rodríguez Rafael, Glen Darío;Universidad Nacional Mayor de San Marcos;Actualmente, en diferentes contextos, en mayor o menor grado, los productos de software tienen acceso a bases de datos, siendo necesario considerar las pruebas de regresión para productos de software, tales como los sistemas de información. Esta tesis presenta dos aportes de investigación que permiten motivar e introducir una nueva técnica/método para pruebas de regresión por selección para software con acceso a datos. El primer aporte establece los aspectos y factores considerados hasta el año 2020, que evidencia la escasa aplicabilidad de las investigaciones de la academia en la industria. El segundo aporte es el diseño de un método para pruebas de regresión que realiza una combinación de técnicas de clusterización probabilística no supervisada con valores de centroide aleatorios y pruebas unitarias, que juntamente con el esquema de la base de datos, determinar los casos de prueba relacionados con las modificaciones o adiciones de nuevas funcionalidades del producto software. El método fue validado empíricamente bajo el enfoque de ingeniería de software experimental, mediante 32 de 37 pruebas de regresión de cinco proyectos de software de pequeña y mediana escala, utilizando indicadores del campo de la búsqueda y recuperación de información. Los resultados sugieren que el método propuesto mejora las pruebas de regresión en productos de software con acceso a datos bajo entornos de desarrollo iterativo incremental.;Software para computadora - Pruebas, Software para computadora - Control de calidad;https://hdl.handle.net/20.500.12672/17060;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/f4608172-ecd8-4712-b011-dbb340958b15;Método propuesto para el desarrollo aplicaciones SOA (service oriented architecture), caso Telefónica;Mendoza Silva, Javier, Arquitectura del software, Sistemas de almacenamiento y recuperación de la información - Negocios, Servicios al cliente - Administración - Software, Software de aplicación - Desarrollo, https://hdl.handle.net/20.500.12672/12640;2008;Cánepa Pérez, Carlos Alberto;Universidad Nacional Mayor de San Marcos;Abarca los problemas de integración y comunicación entre las empresas y el sistema COMEX. La principal contribución al trabajo es proporcionar un método para el desarrollo de una Arquitectura de Servicios basado en SOA. El método fue integrado en el proceso base del RUP para luego ser integrado a la metodología de trabajo de la empresa Telefónica Gestión de Servicios Compartidos S.A.C. Esta extensión se denomina Extensión del proceso RUP Adaptado para desarrollo SOA, incluye la definición entre otros de Disciplinas, Actividades, Entregables y Roles, adecuados para guiar un desarrollo SOA cumpliendo con las características que define este enfoque. El método propuesto está actualmente en prueba en el marco de estandarizar los procesos de desarrollo en la Dirección de Tecnología y Sistema de Información de tgestiona, para la construcción de una aplicación de Comercio Exterior, perteneciente a la Dirección de Logística. Palabras Claves: Arquitectura de Software, Procesos y Metodologías de desarrollo Service Oriented Architecture (SOA), Procesos de Negocio, Servicio, Orquestación, Coreografía.;Arquitectura del software, Sistemas de almacenamiento y recuperación de la información - Negocios, Servicios al cliente - Administración - Software, Software de aplicación - Desarrollo;https://hdl.handle.net/20.500.12672/12640;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/78cd37c2-6ca4-4594-b3db-a664c3805619;Metodología de desarrollo basada en RUP para el proceso del ciclo de vida de software en las fábricas de software de entidades de servicios;Huyhua Muñoz, Juan Fernando, Administración de proyectos - Software, Software de aplicación - Desarrollo, Ingeniería de software, https://hdl.handle.net/20.500.12672/12227;2012;Huayna Dueñas, Ana María;Universidad Nacional Mayor de San Marcos;"Realiza una revisión de las metodologías de desarrollo ágiles y pesadas enfocándose directamente al RUP (Proceso Unificado de Rational) como una solución a la falta de un orden en los procesos, la definición de funciones para cada rol del personal dentro de un proyecto, así como su adecuado cumplimiento; todos estos inconvenientes disminuyen las posibilidades del correcto funcionamiento, generándoles resultados no deseados en su producto final, originando en ocasiones perdidas y/o desprestigio de la organización; obteniéndose una mejora en los procesos de desarrollo, documentación completa y un lineamiento de funciones en organización.";Administración de proyectos - Software, Software de aplicación - Desarrollo, Ingeniería de software;https://hdl.handle.net/20.500.12672/12227;info:eu-repo/semantics/closedAccess
https://cybertesis.unmsm.edu.pe/item/6935e63f-467e-402c-b492-8cc35f632e66;Metodología de gestión del riesgo de proyectos de tecnología para PYMES basado en la ISO 31000;Piscoya Principe, Jorge Ernesto, Gestión de riesgos, Microempresas, Norma ISO 31000, Sostenibilidad, https://hdl.handle.net/20.500.12672/21496;2024;Sobero Rodríguez, Fany Yexenia;Universidad Nacional Mayor de San Marcos;Aborda la gestión efectiva de riesgos en proyectos tecnológicos dentro del entorno empresarial dinámico, con un enfoque específico en pequeñas y medianas empresas (PYMEs). El enfoque innovador presentado está diseñado para su aplicación en proyectos tecnológicos dentro de PYMEs, reconociendo la importancia crítica de la gestión de riesgos para el éxito en este contexto empresarial. El estudio realiza una revisión crítica de teorías y modelos relevantes, destacando la interacción entre la gestión de proyectos, modelos de gestión de riesgos y el marco regulatorio ISO 31000. El enfoque propuesto se basa en esta interrelación respaldada por evaluaciones de expertos, estableciendo una base teórica sólida. Además, la eficacia y aplicabilidad práctica del método se demuestran a través de estudios de casos y verificación empírica. El enfoque equilibrado entre teoría y práctica, respaldado por la participación activa de expertos y la aplicación de evaluaciones empíricas, busca hacer una contribución significativa al conocimiento de la gestión de riesgos. El objetivo es proporcionar a las PYMEs herramientas valiosas para mejorar las posibilidades de éxito en proyectos tecnológicos, fortaleciendo así la resiliencia empresarial y abordando los desafíos de la gestión de riesgos en un entorno tecnológico cambiante.;Gestión de riesgos, Microempresas, Norma ISO 31000, Sostenibilidad;https://hdl.handle.net/20.500.12672/21496;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/4bf86120-f3a9-41c3-83fb-42b932cbf351;Metodología de implementación de CMMI para desarrollo V1.3 nivel 2 para micro y pequeñas empresas desarrolladoras de software;Berrocal Navarro, Richard Leonardo, Modelo integrado de madurez de la capacidad (Software para computadora), Industria del software, Software para computadora - Control de calidad, Microempresas, https://hdl.handle.net/20.500.12672/8703;2014;La Serna Palomino, Nora Bertha;Universidad Nacional Mayor de San Marcos;Presenta la elaboración de una metodología de implementación de CMMI para desarrollo versión 1.3 nivel 2, para las micro y pequeñas empresas desarrolladoras / fábricas / consultoras de software, teniendo en cuenta 4 áreas de procesos fundamentales como punto de partida: planificación del proyecto, monitorización y control del proyecto, gestión de requisitos, medición y análisis. Esta metodología se basa en 3 artefactos: un modelo de mejoramiento organizacional, sobre la cual se incluirán los otros 2: La matriz de grado de logros de las prácticas y el mapa de ruta que sugiere la secuencia a seguir para la puesta en marcha. Esta metodología será de ayuda para que estas empresas puedan implementar CMMI de manera sencilla.;Modelo integrado de madurez de la capacidad (Software para computadora), Industria del software, Software para computadora - Control de calidad, Microempresas;https://hdl.handle.net/20.500.12672/8703;info:eu-repo/semantics/closedAccess
https://cybertesis.unmsm.edu.pe/item/9b09d650-53fb-4802-88a4-9e04620936f0;Metodología de simplificación administrativa en el Perú: análisis comparativo con otras metodologías - caso Universidad Nacional Mayor de San Marcos;Céspedes Sotelo, Rosa Maribel, Gonzales Urmachea, Mabel Lorena, Procedimiento administrativo - Perú - Procesamiento de datos, Universidades y escuelas superiores - Procesamiento de datos, Administración pública - Perú - Procesamiento de datos, https://hdl.handle.net/20.500.12672/12194;2012;Alcántara Loayza, César Augusto;Universidad Nacional Mayor de San Marcos;Manifiesta que actualmente, todas las instituciones apuntan a mejorar su productividad sacando el máximo provecho de sus recursos (tanto materiales como de personal) optimizando su rendimiento y reduciendo los costos. Sólo puede lograrse mediante la optimización de los procedimientos administrativos, de otra forma seria difícil e incluso imposible alcanzar dicho objetivo. En base a ello, el Estado Peruano, desarrolló una metodología de simplificación administrativa que ayude a sus organismos públicos a perseguir este fin. El presente trabajo, pretende realizar un análisis de ésta metodología y compararla con otras tres desarrolladas en América Latina y Europa, para comprobar la efectividad de la misma.;Procedimiento administrativo - Perú - Procesamiento de datos, Universidades y escuelas superiores - Procesamiento de datos, Administración pública - Perú - Procesamiento de datos;https://hdl.handle.net/20.500.12672/12194;info:eu-repo/semantics/closedAccess
https://cybertesis.unmsm.edu.pe/item/f5659809-4c86-40d2-9987-aa1294c06049;Metodología para la aplicación de web 2.0 en las PYMES caso : “DATAPC“;Adame Saravia, Erika Milagros, Casavilca Quispe, María Elisa, Web 2.0, Redes sociales en línea, Relaciones con los clientes - Administración, Microempresas - Perú, https://hdl.handle.net/20.500.12672/15148;2010;Pantoja Collantes, Jorge Santiago;Universidad Nacional Mayor de San Marcos;Pretende dar a conocer los beneficios del concepto web 2.0 en las pymes integrándolo en sus procesos de negocio para la mejora de los mismos. Toda empresa necesita conocer y comprender al máximo a sus clientes para ser más competitiva, por lo cual el trabajo está enfocado en el estudio de web 2.0 y sus principales herramientas, proponiendo una metodología para el uso estratégico de éstas en los procesos que lo requieran. Como caso de estudio, presentamos la aplicación de esta metodología hasta la fase de cómo debemos configurar las herramientas en los procesos estratégicos de la pyme DATAPC, a la cual le hemos puesto un nombre ficticio, dado que el verdadero nombre, no puede ser revelado por razones de confidencialidad. El análisis de costo beneficios demuestra que al poner en práctica la metodología, las pymes ahorrarían más del 50% en gastos de publicidad y horas de trabajo en determinados procesos.;Web 2.0, Redes sociales en línea, Relaciones con los clientes - Administración, Microempresas - Perú;https://hdl.handle.net/20.500.12672/15148;info:eu-repo/semantics/openAccess
https://cybertesis.unmsm.edu.pe/item/ffebdc22-16de-411b-89cc-afa69353e896;Metodología para la construcción del catálogo de servicios de TI basada en mejores prácticas de ITSM en entidades públicas;Mera Macias, Angel Cristian, Catálogos, Tecnología de la información, https://hdl.handle.net/20.500.12672/16433;2021;Aguilar Alonso, Igor Jovino;Universidad Nacional Mayor de San Marcos;"Para desarrollar una buena gestión de servicios tecnológicos es necesario contar con un catálogo de servicios de tecnologías de la información; sin embargo, según la literatura se evidencian bajos niveles de implementación de este catálogo en entidades públicas, esto se corroboró mediante un estudio de campo realizado en 30 instituciones públicas de la provincia de Manabí, República del Ecuador, evidenciando que de las pocas entidades que contaban con un catálogo de servicios (22% parcialmente y 5% totalmente implementado), la mayoría realizan sus operaciones de manera empírica; su falta de implementación se da por factores como la no obligatoriedad para desarrollarlo, el desconocimiento del tema y de las normas y/o prácticas existentes. Ante esta situación se propuso como objetivo general desarrollar una metodología para la construcción del ITSC basada en mejores prácticas de ITSM para contribuir a la gestión del catálogo de servicios de TI en entidades públicas mediante la automatización de sus actividades. Para lograrlo, se realizó una revisión sistemática de la literatura, donde se determinaron 35 estudios que contribuyeron al desarrollo de la propuesta, la misma que fue construida siguiendo el paradigma de la investigación en las ciencias del diseño; además, la propuesta fue probada mediante casos de estudio en tres entidades públicas (dos de Ecuador y una de Perú) aplicando ocho factores de calidad para la evaluación de artefactos en la construcción de catálogos, y comprobando los niveles de exactitud (80.81%), sensibilidad (87.59%), precisión (90.41%) y Puntuación F1 (88.93%), derivados de la matriz de confusión; finalmente, se evaluó la contribución de la propuesta por parte de 46 profesionales de tecnologías de la información que laboran en entidades públicas ecuatorianas y que conocen del catálogo, corroborando que la propuesta contribuye a la identificación y clasificación de servicios, la retroalimentación del catálogo y a la automatización de la gestión de servicios de tecnologías de la información, y por ende a la automatización de la gestión del catálogo de servicios de tecnologías de la información.";Catálogos, Tecnología de la información;https://hdl.handle.net/20.500.12672/16433;info:eu-repo/semantics/openAccess
